Christian Code,DrugBank ID,AE(kcal/mol) 4NQC,AE(kcal/mol) 5U72,MEDIA GEO EA,SMILES,Common name
db482,DB00682,"-6,7","-8,8","-7,68",CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,Warfarin
db483,DB00683,"-6,8","-9,6","-8,08",CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,Midazolam
db487,DB00688,"-9,7","-8,3","-8,97",COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,Mycophenolate mofetil
db490,DB00691,"-8,1","-8,6","-8,35",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,Moexipril
db492,DB00693,"-6,9",-9,"-7,88",OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1,Fluorescein
db494,DB00695,"-7,3","-7,7","-7,50",NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,Furosemide
db495,DB00696,"-9,1",-11,"-10,00",[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,Ergotamine
db497,DB00698,"-8,3","-7,1","-7,68",[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,Nitrofurantoin
db498,DB00699,"-9,1","-9,1","-9,10",[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC,Nicergoline
db499,DB00700,"-6,6",-9,"-7,71",[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,Eplerenone
db500,DB00701,-8,"-8,1","-8,05",CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,Amprenavir
db503,DB00705,"-8,4","-7,9","-8,15",CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,Delavirdine
db510,DB00713,"-6,3",-9,"-7,53",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O,Oxacillin
db512,DB00715,"-7,2","-8,6","-7,87",FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,Paroxetine
db514,DB00717,"-6,1","-9,4","-7,57",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Norethisterone
db516,DB00719,"-6,4","-9,1","-7,63",CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,Azatadine
db519,DB00722,"-8,2","-7,9","-8,05",NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,Lisinopril
db527,DB00734,"-9,1","-9,4","-9,25",CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,Risperidone
db528,DB00735,"-9,4","-9,2","-9,30",CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,Naftifine
db530,DB00737,"-8,4","-8,8","-8,60",CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,Meclizine
db531,DB00738,"-7,9","-7,4","-7,65",NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,Pentamidine
db532,DB00739,"-7,1","-8,6","-7,81",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O,Hetacillin
db537,DB00745,"-9,4","-8,6","-8,99",NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Modafinil
db541,DB00751,"-9,4",-9,"-9,20",NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,Epinastine
db544,DB00754,"-8,2","-7,1","-7,63",CCN1C(=O)NC(C1=O)C1=CC=CC=C1,Ethotoin
db546,DB00756,"-8,3","-8,5","-8,40",OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,Hexachlorophene
db549,DB00762,"-8,7","-11,2","-9,87",CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,Irinotecan
db555,DB00768,"-6,5",-9,"-7,65",CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,Olopatadine
db559,DB00773,"-7,5","-9,5","-8,44",[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,Etoposide
db562,DB00776,"-11,2","-9,1","-10,10",NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,Oxcarbazepine
db564,DB00779,"-7,9","-7,7","-7,80",CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,Nalidixic acid
db566,DB00782,"-8,4","-8,1","-8,25",CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,Propantheline
db568,DB00784,"-9,9",-9,"-9,44",CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,Mefenamic acid
db571,DB00788,"-9,5","-8,2","-8,83",COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,Naproxen
db577,DB00796,"-8,1","-9,4","-8,73",CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,Candesartan cilexetil
db581,DB00801,"-7,8","-8,4","-8,09",FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,Halazepam
db584,DB00805,"-7,9","-7,6","-7,75",CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,Minaprine
db587,DB00808,"-7,5",-8,"-7,75",CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,Indapamide
db592,DB00813,"-7,9","-8,1","-8,00",CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,Fentanyl
db596,DB00818,"-8,2","-7,5","-7,84",CC(C)C1=CC=CC(C(C)C)=C1O,Propofol
db598,DB00820,"-7,8","-9,7","-8,70",[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,Tadalafil
db599,DB00821,"-8,6","-8,1","-8,35",CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,Carprofen
db604,DB00826,"-7,2","-8,8","-7,96",[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,Natamycin
db605,DB00827,"-8,1",-7,"-7,53",CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,Cinoxacin
db607,DB00829,-8,"-9,3","-8,63",CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,Diazepam
db610,DB00832,"-8,9","-7,8","-8,33",CN1C(=O)CC(C1=O)C1=CC=CC=C1,Phensuximide
db612,DB00834,"-7,3","-8,1","-7,69",[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],Mifepristone
db613,DB00835,"-8,2","-7,5","-7,84",CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,Brompheniramine
db614,DB00836,"-7,2","-9,8","-8,40",CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,Loperamide
db616,DB00839,-9,"-8,4","-8,69",CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,Tolazamide
db617,DB00841,"-8,2","-7,7","-7,95",CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,Dobutamine
db618,DB00842,"-9,2","-9,1","-9,15",OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,Oxazepam
db619,DB00843,"-8,2","-8,4","-8,30",COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,Donepezil
db622,DB00846,"-6,8","-8,5","-7,60",CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Flurandrenolide
db624,DB00848,"-8,2","-7,1","-7,63",C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,Levamisole
db632,DB00857,"-9,2",-8,"-8,58",CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,Terbinafine
db636,DB00861,"-8,6","-8,9","-8,75",OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,Diflunisal
db637,DB00862,"-7,9","-8,4","-8,15",CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,Vardenafil
db639,DB00865,-8,"-7,9","-7,95",C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,Benzphetamine
db641,DB00867,"-8,2","-7,9","-8,05",C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1,Ritodrine
db643,DB00870,"-7,8","-7,4","-7,60",CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,Suprofen
db645,DB00872,"-9,9","-10,1","-10,00",CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,Conivaptan
db650,DB00878,"-8,9","-9,3","-9,10",ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,Chlorhexidine
db653,DB00881,"-8,9","-9,3","-9,10",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,Quinapril
db657,DB00885,"-9,4","-7,8","-8,56",CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1,Pemirolast
db658,DB00886,"-8,4","-8,2","-8,30",[H][C@]12CCC[C@H](N1C(=O)[C@H](CCS2)NC(=O)[C@@H](S)CC1=CC=CC=C1)C(O)=O,Omapatrilat
db659,DB00887,-7,"-8,5","-7,71",CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,Bumetanide
db661,DB00890,"-9,9","-7,8","-8,79",[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,Dienestrol
db664,DB00894,"-6,7","-9,4","-7,94",[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],Testolactone
db665,DB00896,"-6,6","-9,1","-7,75",[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Rimexolone
db670,DB00901,"-9,7","-9,1","-9,40",CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C,Bitolterol
db674,DB00905,"-8,1","-8,6","-8,35",CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,Bimatoprost
db676,DB00907,"-7,6","-8,2","-7,89",[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,Cocaine
db677,DB00908,"-7,4",-8,"-7,69",[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,Quinidine
db679,DB00910,-7,"-8,5","-7,71",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,Paricalcitol
db681,DB00912,"-8,1","-8,2","-8,15",CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,Repaglinide
db682,DB00913,"-7,6","-8,7","-8,13",CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,Anileridine
db683,DB00914,"-7,8","-7,3","-7,55",NC(=N)NC(=N)NCCC1=CC=CC=C1,Phenformin
db686,DB00917,"-7,7","-7,4","-7,55",CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,Dinoprostone
db691,DB00922,"-7,7","-8,7","-8,18",C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,Levosimendan
db692,DB00923,"-8,3","-7,2","-7,73",[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,Ceforanide
db695,DB00926,"-7,5","-7,5","-7,50",CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,Etretinate
db699,DB00932,"-8,6","-10,3","-9,41",[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,Tipranavir
db701,DB00934,"-7,5","-9,2","-8,31",CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,Maprotiline
db707,DB00941,-10,"-9,9","-9,95",C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,Hexafluronium
db711,DB00946,"-8,6",-9,"-8,80",CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,Phenprocoumon
db712,DB00947,"-7,4","-9,7","-8,47",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],Fulvestrant
db713,DB00948,"-8,3","-7,9","-8,10",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,Mezlocillin
db714,DB00949,"-8,1","-7,7","-7,90",NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,Felbamate
db715,DB00950,"-6,3","-9,8","-7,86",CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Fexofenadine
db717,DB00952,"-8,3","-7,7","-7,99",CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,Naratriptan
db718,DB00953,"-8,5","-6,8","-7,60",CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,Rizatriptan
db722,DB00959,"-6,3","-9,1","-7,57",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,Methylprednisolone
db725,DB00962,-7,"-8,1","-7,53",CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,Zaleplon
db726,DB00963,-9,"-7,9","-8,43",NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,Bromfenac
db728,DB00966,"-8,1","-8,5","-8,30",CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,Telmisartan
db729,DB00967,"-6,7","-8,8","-7,68",ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,Desloratadine
db731,DB00969,"-7,7","-8,1","-7,90",CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,Alosetron
db732,DB00972,"-9,9","-8,2","-9,01",CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,Azelastine
db733,DB00973,-9,"-9,1","-9,05",O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,Ezetimibe
db739,DB00980,-8,"-8,5","-8,25",CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,Ramelteon
db742,DB00983,"-7,8","-7,3","-7,55",COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,Formoterol
db743,DB00984,"-8,5","-9,9","-9,17",[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Nandrolone phenpropionate
db748,DB00990,-7,-10,"-8,37",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,Exemestane
db749,DB00991,"-8,3",-9,"-8,64",OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,Oxaprozin
db754,DB00998,"-8,2","-7,6","-7,89",CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,Frovatriptan
db759,DB01003,"-9,4","-8,7","-9,04",OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,Cromoglicic acid
db765,DB01009,"-9,8","-8,8","-9,29",CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,Ketoprofen
db768,DB01012,"-9,9","-8,7","-9,28",C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,Cinacalcet
db771,DB01016,"-8,7","-9,8","-9,23",COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Glyburide
db776,DB01022,"-9,4",-8,"-8,67",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,Phylloquinone
db778,DB01024,"-6,8","-8,3","-7,51",COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,Mycophenolic acid
db779,DB01025,"-8,2","-8,6","-8,40",CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,Amlexanox
db780,DB01026,"-6,7",-9,"-7,77",CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,Ketoconazole
db782,DB01029,"-8,1","-9,3","-8,68",CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,Irbesartan
db783,DB01030,"-7,2",-8,"-7,59",CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,Topotecan
db789,DB01036,"-7,2","-8,4","-7,78",CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,Tolterodine
db792,DB01039,"-8,7","-8,2","-8,45",CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,Fenofibrate
db793,DB01041,"-7,1","-8,4","-7,72",O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,Thalidomide
db798,DB01047,"-6,8","-9,3","-7,95",[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,Fluocinonide
db799,DB01048,"-8,1","-7,3","-7,69",NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,Abacavir
db800,DB01050,"-8,3","-7,1","-7,68",CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Ibuprofen
db801,DB01051,"-8,2",-10,"-9,06",CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,Novobiocin
db807,DB01058,"-8,4","-8,8","-8,60",O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,Praziquantel
db810,DB01061,"-7,9","-8,3","-8,10",[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1,Azlocillin
db814,DB01065,"-8,5","-7,2","-7,82",COC1=CC=C2NC=C(CCNC(C)=O)C2=C1,Melatonin
db816,DB01067,"-8,7","-8,9","-8,80",CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Glipizide
db817,DB01068,"-9,9","-9,3","-9,60",[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,Clonazepam
db819,DB01070,-7,"-8,6","-7,76",CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,Dihydrotachysterol
db820,DB01071,"-7,5","-8,7","-8,08",C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,Mequitazine
db824,DB01076,"-6,8","-8,5","-7,60",CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Atorvastatin
db827,DB01081,"-6,3","-9,3","-7,65",CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Diphenoxylate
db833,DB01088,-9,"-7,2","-8,05",[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,Iloprost
db834,DB01089,-8,-9,"-8,49",[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,Deserpidine
db836,DB01091,"-8,9","-8,9","-8,90",CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12,Butenafine
db841,DB01096,-8,"-7,5","-7,75",CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,Oxamniquine
db845,DB01100,"-9,1","-9,9","-9,49",FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,Pimozide
db847,DB01102,-8,"-7,2","-7,59",O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,Arbutamine
db849,DB01104,"-9,3","-8,3","-8,79",CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,Sertraline
db855,DB01113,-9,"-7,8","-8,38",COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,Papaverine
db858,DB01116,"-7,4","-8,5","-7,93",O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,Trimethaphan
db861,DB01120,"-8,1","-8,3","-8,20",CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,Gliclazide
db862,DB01121,-8,"-7,3","-7,64",NC(=O)NC(=O)CC1=CC=CC=C1,Phenacemide
db863,DB01123,"-9,1",-7,"-7,98",NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,Proflavine
db864,DB01124,"-7,7","-7,3","-7,50",CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,Tolbutamide
db865,DB01125,"-10,4","-9,2","-9,78",COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,Anisindione
db866,DB01126,-8,"-9,6","-8,76",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,Dutasteride
db868,DB01128,"-7,8","-9,4","-8,56",CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,Bicalutamide
db872,DB01132,"-8,2","-7,7","-7,95",CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,Pioglitazone
db874,DB01134,"-6,7","-8,7","-7,63",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)COC(=O)C(C)(C)C,Desoxycorticosterone pivalate
db875,DB01136,"-8,5","-8,1","-8,30",COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,Carvedilol
db877,DB01138,-9,-9,"-9,00",O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,Sulfinpyrazone
db879,DB01140,-8,"-7,8","-7,90",[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,Cefadroxil
db880,DB01142,"-6,1","-9,3","-7,53",[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,Doxepin
db883,DB01145,"-8,7","-6,9","-7,75",OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1,Sulfoxone
db884,DB01146,"-7,5","-8,7","-8,08",CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,Diphenylpyraline
db885,DB01147,"-6,5","-8,7","-7,52",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O,Cloxacillin
